9.916671502256910742e+00,1.191460261050233527e+01,9.044973487260426381e+00,6.008707617159071646e+00,2.470592971314120589e+00,2.141807237553097654e+00,4.784666621718555390e+00,5.944495123781741164e+00,2.291459670353983125e+00,2.714738622572678839e+00,2.394607159391989981e+00,5.638598021592258647e+00,6.691437254253742140e+00,8.966690412390303067e+00,8.140231287150626827e+00,6.057680209156241169e+00
1.001313076646649058e+01,1.243516044064961079e+01,9.125306856008583267e+00,6.387315486477285198e+00,2.558318116972190470e+00,2.402397313705585180e+00,5.204646719384844467e+00,5.546410877043849830e+00,2.166921335239302415e+00,2.155009366963519746e+00,2.363170166281882256e+00,5.531690279684346123e+00,6.941423900957536475e+00,8.608298440921245742e+00,8.253359652002451696e+00,6.015812169743895765e+00
1.008989145907424501e+01,1.264024867503278671e+01,9.015581701570175355e+00,6.379284902654143607e+00,2.430301658205670012e+00,2.178723911574770966e+00,5.210595426554588627e+00,5.526676220583798482e+00,2.607018448083262108e+00,2.556898485530901155e+00,2.376560453435534459e+00,5.411234391928828380e+00,7.125616967465008500e+00,8.495433481520032970e+00,8.347914391211508800e+00,6.414272753828372586e+00
1.011589118929496500e+01,1.260538584885635593e+01,9.069184500820071548e+00,6.393757978207595727e+00,2.237777089390625918e+00,2.385047179817354923e+00,5.395705367186567791e+00,5.118456107471334171e+00,2.555335268450639852e+00,2.346119072585834964e+00,2.384018441419993195e+00,5.467428180196055365e+00,7.426959707073084616e+00,8.610535613649492603e+00,8.354424453465417955e+00,6.526314124531451100e+00
1.044693601901013835e+01,1.265596873665646349e+01,9.283320352337863568e+00,6.426606680862667176e+00,2.348080019986861888e+00,2.273146454829270802e+00,5.411653087601572487e+00,4.812482654620826139e+00,2.558137574457744812e+00,2.221398869159688871e+00,2.298980141583285342e+00,5.360737266408559520e+00,7.625547762085177261e+00,8.655380842800724395e+00,8.529994207051897703e+00,6.562242651173090024e+00
1.053200576631762608e+01,1.249258493448841811e+01,9.373908445089615071e+00,6.540761216000121614e+00,2.307890266637552923e+00,2.335793917294333166e+00,5.523211458906371440e+00,4.397859223552240238e+00,2.564096615746263463e+00,2.550732434595201159e+00,2.398163625066161320e+00,5.406867836129323202e+00,7.811891686872045604e+00,8.405967331515663332e+00,8.883009309121465691e+00,6.890634668155477982e+00
1.067203572577381010e+01,1.223137700093398372e+01,9.056193693132724931e+00,6.421595326465028286e+00,2.221882373376900865e+00,2.602841838391823703e+00,5.514092715383366539e+00,4.329934016579056077e+00,2.348421681831129870e+00,2.559790717680256567e+00,2.375271910082906057e+00,5.260437449594550507e+00,7.629905582889881188e+00,7.843555637822851700e+00,9.016372430540483762e+00,6.838371124309127858e+00
1.077154034319690723e+01,1.189695504889237654e+01,8.988508823425469529e+00,6.322315720487054591e+00,2.356367180516322435e+00,2.498489942417223997e+00,5.340163401728129422e+00,4.144279076192022515e+00,2.397172869771995618e+00,2.596559860208144777e+00,2.467781435844983218e+00,5.387725127846231032e+00,7.479977417599612544e+00,7.731628167167180266e+00,9.502023061460596054e+00,7.179816361181068807e+00
1.092148645727792200e+01,1.192085691575816853e+01,9.179595677713246360e+00,6.495796453888746491e+00,2.398238169784402629e+00,2.250882648531508767e+00,5.342393684537724674e+00,4.095664807974431554e+00,2.280023489012366511e+00,2.425520131585434669e+00,2.286509158959471932e+00,5.213997823734645820e+00,7.323552703246217099e+00,7.589427640266447561e+00,9.795212939114927408e+00,7.515733970342887815e+00
1.091398877406339096e+01,1.177538020433968491e+01,8.951084552875805400e+00,6.342375672629732897e+00,2.209424623783544650e+00,2.320228076712179455e+00,5.424916662803521916e+00,4.228392863913108535e+00,2.503755558690054617e+00,2.351393928119700938e+00,2.218555012871052945e+00,5.099439397139287955e+00,7.490969912256581154e+00,7.569294731673486432e+00,9.820271064831535668e+00,7.686567947201533357e+00
