2.504440172810620702e+00,2.465964433932647637e+00,2.322223272151118678e+00,3.081408461150025868e+00,2.309331896914982085e+00,5.232229210124902608e+00,8.094674297669484986e+00,1.093728560080200829e+01,1.524149448827555986e+01,1.445733139327437478e+01,1.969415405346846626e+01,1.763085815488574326e+01,2.132498895008788509e+01,2.311463012659508465e+01,2.635451313202923984e+01,2.833871606195892312e+01,2.753758809085940484e+01,3.125732117077617289e+01,2.962306974897596490e+01,3.287527011718920278e+01,3.028147291666541108e+01,3.029512444953249428e+01,2.783459259821426812e+01,2.618252709133766487e+01,2.761014661348000132e+01
2.382134301680198796e+00,2.372636358972850967e+00,2.328357111698554860e+00,3.205344016633401072e+00,2.369567258946174704e+00,5.397557664115182341e+00,8.205809370324471885e+00,1.099546111692934325e+01,1.544950459635664686e+01,1.432489344851350488e+01,1.959266297971947779e+01,1.771091205068859864e+01,2.123279827072050807e+01,2.286894545581317217e+01,2.630878805865390291e+01,2.818820542046653799e+01,2.755551214619265465e+01,3.122052253730383953e+01,2.948891055079583268e+01,3.283795182227631670e+01,3.019295153966808343e+01,3.016555014935113022e+01,2.782142037816064928e+01,2.603719289874311471e+01,2.751604073023563046e+01
2.310196761496666973e+00,2.246154231277327273e+00,2.378838061115825742e+00,3.334040756820397799e+00,2.375274798255624376e+00,5.439514941878665688e+00,8.349495567906441096e+00,1.097587258504133167e+01,1.562945825250799636e+01,1.427709914495226329e+01,1.949612744454177360e+01,1.786143340786487599e+01,2.133482415428109746e+01,2.279386920632973457e+01,2.630042920594270583e+01,2.800989309207885825e+01,2.757760583472940397e+01,3.111659221726108981e+01,2.948846278141974153e+01,3.283682132594771730e+01,3.007563205695916864e+01,3.014562974054149436e+01,2.783638172910962894e+01,2.591824641157884557e+01,2.749900041394487360e+01
2.387257191955024727e+00,2.212659395924323036e+00,2.631333789772553278e+00,3.394720069033404286e+00,2.411788296484342897e+00,5.363308881210973489e+00,8.571305002716414378e+00,1.079224388788803957e+01,1.566062269069190194e+01,1.420700705036336942e+01,1.927949693340639925e+01,1.780865377848364162e+01,2.124197828860759429e+01,2.268526954878123192e+01,2.606052014751222856e+01,2.779122210055035680e+01,2.750589433915009252e+01,3.113918725307705770e+01,2.937072661805032681e+01,3.279525854212066349e+01,2.998268749188745019e+01,3.007926770713281073e+01,2.752204272435458421e+01,2.576356258620641881e+01,2.743911348344016332e+01
2.347256153322758720e+00,2.275017847059131348e+00,2.857348953707719019e+00,3.406346119713461462e+00,2.254610044753450282e+00,5.216686822069245721e+00,8.574296859464018539e+00,1.069704097278436628e+01,1.552745759186813324e+01,1.405415817241202880e+01,1.911110761460391672e+01,1.779410417324423932e+01,2.119796445642322169e+01,2.248816126967500040e+01,2.591272821543334359e+01,2.769311592979507708e+01,2.735713588083661207e+01,3.122729930523402686e+01,2.927870105047195892e+01,3.266241389249876903e+01,2.985937701699042535e+01,2.995533185466241832e+01,2.746465382054871185e+01,2.553798436623504386e+01,2.731960945321671019e+01
2.460401684657744337e+00,2.241542349296181236e+00,2.935754236360557101e+00,3.364116644183388072e+00,2.245963355641114045e+00,5.231251763027310098e+00,8.511909297881866010e+00,1.073515221336633374e+01,1.540501716085603512e+01,1.394452789403589321e+01,1.902377275424997549e+01,1.799108514669510939e+01,2.122750200228561823e+01,2.217851722658029345e+01,2.581687004320067658e+01,2.758156040683279642e+01,2.737163233645681970e+01,3.128005356932699144e+01,2.935886834233725651e+01,3.254963437273431026e+01,2.978089164444279291e+01,2.980840155040192840e+01,2.756788151372303730e+01,2.541069241344813179e+01,2.725870715652680687e+01
2.460090839904832904e+00,2.197423111102329241e+00,2.796459214471378907e+00,3.212878083778822003e+00,2.348095090039069355e+00,5.258960063681620056e+00,8.506374847011997531e+00,1.080053141655944238e+01,1.548423068983594497e+01,1.419447350822419018e+01,1.905748026425472474e+01,1.816266674155837890e+01,2.128989644213235266e+01,2.210765284353573179e+01,2.581931476521944901e+01,2.759600732353226249e+01,2.750199765974836907e+01,3.117319345163584288e+01,2.926254531557113125e+01,3.246582856654545424e+01,2.982016057133974485e+01,2.985648089892602641e+01,2.754073287834426864e+01,2.535554559659691876e+01,2.728249370488624592e+01
2.536183265892755223e+00,2.220708519876987364e+00,2.486624009269364333e+00,3.114232256017033240e+00,2.339529073291980676e+00,5.289525639372756771e+00,8.507938876206178946e+00,1.070664534014453473e+01,1.552373900742854040e+01,1.432437001074694649e+01,1.915877893501040674e+01,1.826013273729919817e+01,2.119651482831416800e+01,2.217921200786832969e+01,2.592190457989242702e+01,2.750517551335606115e+01,2.747448008925648111e+01,3.119895924795721953e+01,2.921578706329370689e+01,3.236284633430665991e+01,2.978171483298678623e+01,2.985984770919031916e+01,2.748107233972558561e+01,2.539648330323897341e+01,2.725428963917561020e+01
2.476826699227546058e+00,2.330835649210048821e+00,2.130572240870255207e+00,3.073639834811778382e+00,2.386556743520621193e+00,5.443651098134837163e+00,8.653677317550418024e+00,1.069939707799771789e+01,1.557449676373479086e+01,1.453997736487721326e+01,1.924902767726304731e+01,1.830507912081229094e+01,2.100781711396923868e+01,2.210845419827664671e+01,2.592109158753378750e+01,2.747423972482431154e+01,2.737670677418885390e+01,3.116595530428841343e+01,2.921522158531656288e+01,3.221700478499109010e+01,2.979175793319302556e+01,2.967440279573177975e+01,2.742938250631072350e+01,2.552704416217352446e+01,2.720980978208055845e+01
2.358187894846389021e+00,2.451865924875848091e+00,2.152991759822987738e+00,3.001673933570145003e+00,2.401344561196893768e+00,5.484507144014694191e+00,8.473645045543767296e+00,1.058220655886071349e+01,1.554618591658239879e+01,1.456606373303845103e+01,1.928139635737479196e+01,1.833769370423594580e+01,2.091206053670505938e+01,2.190704733083446953e+01,2.584646918867864329e+01,2.723962345736622126e+01,2.741512863632127051e+01,3.102550999558572187e+01,2.925421078206704095e+01,3.199475671235550323e+01,2.986377981437621898e+01,2.957324614456025458e+01,2.739764637399882119e+01,2.565502756390572614e+01,2.721197984973962747e+01
2.338620279908313115e+00,2.435324655769446789e+00,2.498369539111765292e+00,3.012972557325117151e+00,2.170712219150743305e+00,5.408517350960137193e+00,8.093309773054821576e+00,1.057130986602974865e+01,1.536365273920696595e+01,1.449764136218385957e+01,1.907751667721246847e+01,1.823837507958233317e+01,2.081912138948101543e+01,2.191779347335963024e+01,2.575206989602962437e+01,2.703388418213136291e+01,2.745288418538744679e+01,3.092662223786277664e+01,2.933807816626163856e+01,3.187680023074506863e+01,2.997414097301659552e+01,2.958992452416061170e+01,2.746750134173085556e+01,2.578248486854450050e+01,2.728421313560609107e+01
